index,temperature,humidity,pressure,wind_speed,wind_direction,carbon_monoxide,no,nitrogen_dioxide,ozone,sulphur_dioxide,pm2_5,pm10,nh3,openweather_aqi,pm2_5_aqi,pm10_aqi,us_aqi,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,day_of_week_sin,day_of_week_cos,is_spring,is_summer,is_autumn,is_winter,is_night,is_morning_rush,is_evening_rush,pm2_5_lag_1h,pm2_5_lag_2h,pm2_5_lag_3h,pm2_5_lag_6h,pm2_5_lag_12h,pm2_5_lag_24h,pm2_5_lag_48h,pm2_5_lag_72h,pm2_5_rolling_mean_3h,pm2_5_rolling_std_3h,pm2_5_rolling_min_3h,pm2_5_rolling_max_3h,pm2_5_rolling_mean_6h,pm2_5_rolling_std_6h,pm2_5_rolling_min_6h,pm2_5_rolling_max_6h,pm2_5_rolling_mean_12h,pm2_5_rolling_std_12h,pm2_5_rolling_min_12h,pm2_5_rolling_max_12h,pm2_5_rolling_mean_24h,pm2_5_rolling_std_24h,pm2_5_rolling_min_24h,pm2_5_rolling_max_24h,pm2_5_change_rate_1h,pm2_5_change_rate_6h,pm2_5_change_rate_24h,pm10_lag_1h,pm10_lag_2h,pm10_lag_3h,pm10_lag_6h,pm10_lag_12h,pm10_lag_24h,pm10_lag_48h,pm10_lag_72h,pm10_rolling_mean_3h,pm10_rolling_std_3h,pm10_rolling_min_3h,pm10_rolling_max_3h,pm10_rolling_mean_6h,pm10_rolling_std_6h,pm10_rolling_min_6h,pm10_rolling_max_6h,pm10_rolling_mean_12h,pm10_rolling_std_12h,pm10_rolling_min_12h,pm10_rolling_max_12h,pm10_rolling_mean_24h,pm10_rolling_std_24h,pm10_rolling_min_24h,pm10_rolling_max_24h,pm10_change_rate_1h,pm10_change_rate_6h,pm10_change_rate_24h,temp_squared,temp_cubed,temp_change_rate,is_hot,is_cold,humidity_squared,is_high_humidity,is_low_humidity,wind_speed_squared,is_high_wind,is_calm,pressure_change_rate,is_low_pressure,is_high_pressure,pm2_5_squared,pm2_5_change_rate,is_high_pm2_5,is_low_pm2_5,pm10_squared,pm10_change_rate,is_high_pm10,is_low_pm10,no2_squared,no2_change_rate,is_high_no2,o3_squared,o3_change_rate,is_high_o3,co_squared,co_change_rate,is_high_co,so2_squared,so2_change_rate,is_high_so2,temp_humidity_interaction,temp_wind_interaction,pm2_5_temp_interaction,pm2_5_humidity_interaction,wind_pm2_5_interaction,time,time_str
218,24.94,83.0,1000.0,7.2,50.0,447.89,0.0,4.8,71.41,1.46,70.24,113.03,19.94,4.0,159.0,80.0,159.0,0.25881904510252074,0.9659258262890683,0.29936312297335804,-0.9541392564000488,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,1,0,0,1,0,0,69.02,67.27,65.17,56.24,44.13,49.47,27.35,27.35,67.925,2.2043366349085587,65.17,70.24,64.30999999999999,5.129476906404132,56.24,70.24,57.376153846153834,8.950460452272402,44.13,70.24,53.5596,8.693338196573281,43.28,70.24,0.017676035931614008,0.24893314366998565,0.4198504143925611,113.44,112.38,110.6,100.29,115.96,144.84,74.47,99.17,112.36249999999998,1.2534319553396873,110.6,113.44,108.55857142857144,5.227419467166783,100.29,113.44,107.63538461538461,5.691985030702694,99.12,115.96,128.6528,26.545932130303253,99.12,187.2,-0.0036142454160789546,0.12703160833582605,-0.2196216514774924,622.0036000000001,15512.769784000002,-0.167000668002672,0,0,6889.0,1,0,51.84,0,0,0.002004008016031955,1,0,4933.6576,0.01767603593161393,1,0,12775.7809,-0.0036142454160789095,1,0,23.04,0.032258064516129004,0,5099.388099999999,-0.05579796377099033,0,200605.4521,0.03678240740740746,0,2.1315999999999997,0.08955223880596996,0,2070.02,179.568,1751.7856,5829.919999999999,505.72799999999995,2025-07-14 01:00:00+00:00,2025-07-14 01:00:00
219,38.94,42.0,993.0,0.0,0.0,409.1,0.0,5.75,98.56,2.96,62.92,126.09,39.73,4.0,155.0,86.0,155.0,-0.9659258262890683,-0.25881904510252063,-0.651372482722222,-0.7587581226927911,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,1,61.35,60.21,58.02,54.6,69.13,59.06,45.17,67.67,60.625,2.0616255722123737,58.02,62.92,58.24000000000001,3.3398403155440435,54.6,62.92,59.417692307692306,5.589497821578956,54.24,71.01,61.57280000000001,5.410888343577852,54.24,71.01,0.025590872045639777,0.1523809523809524,0.06535726379952589,125.61,129.3,131.39,136.04,212.81,97.08,78.93,115.73,128.0975,2.738872943383825,125.61,131.39,130.75714285714284,3.952019375313982,125.61,136.04,150.41384615384615,32.68399800576768,125.61,222.03,149.4064,34.26628236814337,97.08,222.03,0.003821351803200414,-0.0731402528668038,0.29882571075401737,1516.3235999999997,59045.64098399999,0.0,1,0,1764.0,0,0,0.0,0,1,0.0010080645161290036,1,0,3958.9264000000003,0.0255908720456397,1,0,15898.688100000001,0.0038213518032004234,1,0,33.0625,-0.08146964856230032,0,9714.0736,0.00756491515027613,0,167362.81000000003,0.033472274851585215,0,8.7616,0.034965034965035,0,1635.48,0.0,2450.1048,2642.64,0.0,2025-06-19 17:00:00+00:00,2025-06-19 17:00:00
220,37.94,44.0,993.0,7.2,230.0,161.73,0.01,2.69,62.84,0.88,23.26,79.12,6.76,3.0,74.0,63.0,74.0,-0.4999999999999997,-0.8660254037844388,0.9680771188662043,-0.2506525322587204,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0,0,23.69,25.69,29.19,39.45,31.3,17.9,15.37,20.61,25.457500000000003,2.704235874820587,23.26,29.19,29.999999999999996,6.28637945614697,23.26,39.45,34.136923076923075,7.337390981149663,23.26,45.33,28.981199999999998,7.82913752167717,17.9,45.33,-0.018151118615449543,-0.41039290240811155,0.2994413407821231,78.54,82.8,91.22,119.08,122.84,60.2,54.41,72.13,82.92,5.846047097540921,78.54,91.22,94.40428571428572,15.830514686455876,78.54,119.08,115.45153846153849,27.33142265054207,78.54,156.25,104.1692,25.527334519425775,60.2,156.25,0.007384772090654421,-0.3355727242190124,0.3142857142857143,1439.4435999999998,54612.49018399999,0.0,1,0,1936.0,0,0,51.84,0,0,0.0,1,0,541.0276000000001,-0.01815111861544949,0,0,6259.974400000001,0.007384772090654357,1,0,7.2360999999999995,0.6107784431137724,0,3948.8656000000005,-0.07832208858902912,0,26156.592899999996,0.10020408163265304,0,0.7744,0.06024096385542177,0,1669.36,273.168,882.4844,1023.44,167.472,2025-07-09 14:00:00+00:00,2025-07-09 14:00:00
221,36.94,47.0,996.0,2.06,180.0,185.94,0.33,2.18,69.21,4.11,51.41,205.85,16.75,5.0,140.0,126.0,140.0,0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,1,0,0,1,0,0,53.48,55.13,56.35,59.64,61.35,68.66,37.16,82.8,54.0925,2.140379639222914,51.41,56.35,56.08428571428572,2.95302588961931,51.41,59.64,59.073076923076925,4.0204298787886374,51.41,64.03,59.390800000000006,5.163260371767694,51.41,71.01,-0.0387060583395662,-0.13799463447350777,-0.2512379842703175,206.68,202.88,195.13,158.9,125.61,203.97,113.06,157.17,202.63500000000002,5.262550078938286,195.13,206.68,188.53714285714287,19.14348341193047,158.9,206.68,164.33307692307696,31.19579923232597,125.61,206.68,161.7592,32.56992425536172,125.61,222.03,-0.0040158699438746495,0.2954688483322844,0.009217041721821815,1364.5635999999997,50406.97938399999,0.057240984544934204,1,0,2209.0,0,0,4.2436,0,1,0.0010050251256281673,1,0,2642.9880999999996,-0.038706058339566196,1,0,42374.222499999996,-0.004015869943874595,1,0,4.752400000000001,-0.2559726962457338,0,4790.024099999999,0.04959053685168335,0,34573.6836,-0.10657313088602727,0,16.892100000000003,-0.009638554216867434,0,1736.1799999999998,76.0964,1899.0853999999997,2416.27,105.9046,2025-06-20 04:00:00+00:00,2025-06-20 04:00:00
222,33.94,52.0,998.0,7.2,50.0,404.71,0.11,1.41,145.49,4.5,73.09,88.18,5.37,4.0,160.0,67.0,160.0,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,1,0,0,0,0,0,73.99,75.75,86.17,77.47,65.17,44.23,38.81,37.12,77.25,6.048404748361341,73.09,86.17,81.92999999999999,9.881605807424894,73.09,100.59,76.25923076923077,9.688257034109613,65.17,100.59,63.87519999999999,15.496004893735245,43.28,100.59,-0.012163805919718766,-0.05653801471537363,0.6524983043183362,92.39,97.8,115.92,116.84,110.6,132.35,104.45,98.0,98.5725,12.216926441076193,88.18,115.92,109.64,17.05031280260473,88.18,133.99,110.90846153846155,12.156639369876478,88.18,133.99,110.87199999999999,11.366338827139254,88.18,133.99,-0.045567702132265325,-0.24529270797672026,-0.3337363052512277,1151.9235999999999,39096.28698399999,0.0,0,0,2704.0,0,0,51.84,0,0,-0.0010010010010009784,1,0,5342.1481,-0.012163805919718773,1,0,7775.712400000001,-0.04556770213226535,1,0,1.9880999999999998,0.11904761904761907,0,21167.3401,0.0036561810154525087,1,163790.18409999998,0.020011593618469048,0,20.25,-0.10536779324055667,0,1764.8799999999999,244.368,2480.6746,3800.6800000000003,526.248,2025-07-14 10:00:00+00:00,2025-07-14 10:00:00
223,33.94,52.0,995.0,0.0,0.0,350.52,0.0,8.45,80.89,2.57,43.95,91.81,20.61,3.0,122.0,69.0,122.0,-0.7071067811865471,-0.7071067811865479,0.5712682150947923,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0,41.97,39.39,37.18,32.77,37.28,30.11,18.74,14.82,40.6225,2.9584835642605833,37.18,43.95,37.83428571428572,4.142221051331668,32.77,43.95,36.14076923076923,3.6703688768716,32.62,43.95,34.004400000000004,3.5961334328229078,30.11,43.95,0.04717655468191575,0.34116570033567284,0.45964795748920634,88.99,85.48,83.02,84.55,126.24,98.15,73.45,61.58,87.325,3.8654236507787876,83.02,91.81,85.43999999999998,3.6956009885628456,82.07,91.81,96.05153846153846,15.265928755540251,82.07,126.24,101.20559999999999,12.634771822237234,82.07,126.24,0.03168895381503548,0.08586635127143709,-0.06459500764136529,1151.9235999999999,39096.28698399999,0.0,0,0,2704.0,0,0,0.0,0,1,0.0,1,0,1931.6025000000002,0.04717655468191584,1,0,8429.0761,0.03168895381503556,1,0,71.40249999999999,0.2999999999999998,0,6543.1921,-0.11295098146726612,0,122864.2704,0.14541533233122017,0,6.604899999999999,0.01984126984126977,0,1764.8799999999999,0.0,1491.663,2285.4,0.0,2025-07-03 15:00:00+00:00,2025-07-03 15:00:00
224,31.94,70.0,998.0,2.06,310.0,570.13,0.0,10.34,56.39,1.12,52.42,94.14,30.32,4.0,143.0,70.0,143.0,-0.9659258262890683,-0.25881904510252063,-0.10116832198743204,-0.9948693233918952,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0,1,50.13,48.06,45.34,38.79,48.9,45.17,70.15,52.34,48.9875,3.0139605726242222,45.34,52.42,45.361428571428576,5.116487820668357,38.79,52.42,44.71384615384615,5.8926260960366665,37.04,54.11,45.644,4.298713954971495,37.04,54.11,0.0456812288051067,0.3513792214488271,0.16050475979632498,89.82,85.81,80.74,64.79,79.2,58.2,82.8,100.79,87.6275,5.714329211143976,80.74,94.14,80.32428571428571,10.493650234217602,64.79,94.14,74.55230769230769,12.29656534284144,56.91,94.14,71.42720000000001,10.066093052089936,56.91,94.14,0.04809619238476962,0.45300200648248173,0.6175257731958762,1020.1636000000001,32584.025384000004,-0.058927519151443675,0,0,4900.0,0,0,4.2436,0,1,0.0010030090270811698,1,0,2747.8564,0.04568122880510672,1,0,8862.3396,0.04809619238476959,1,0,106.9156,0.08842105263157896,0,3179.8321,-0.1441796934284414,0,325048.2169,0.06855964764314515,0,1.2544000000000002,-0.02608695652173898,0,2235.8,65.7964,1674.2948000000001,3669.4,107.9852,2025-07-16 17:00:00+00:00,2025-07-16 17:00:00
225,33.94,62.0,1002.0,4.12,50.0,695.57,0.23,9.64,53.04,5.41,51.56,91.87,15.48,4.0,141.0,69.0,141.0,1.0,6.123233995736766e-17,-0.4853019625310808,-0.8743466161445822,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,0,0,1,0,0,52.67,53.91,54.22,55.81,65.93,58.04,54.11,43.6,53.09,1.2201912418414833,51.56,54.22,53.737142857142864,1.3274501156442033,51.56,55.81,57.072307692307696,4.477175735226681,51.56,65.93,57.52360000000001,4.143396231756424,51.56,65.93,-0.021074615530662606,-0.07615122737860598,-0.11164713990351477,99.83,108.91,115.04,134.8,152.03,150.15,83.26,51.57,103.9125,10.173247187271787,91.87,115.04,113.83428571428574,14.933707797175778,91.87,134.8,132.11615384615382,23.507657099500417,91.87,159.3,137.6956,18.030537771606628,91.87,159.3,-0.0797355504357407,-0.3184718100890208,-0.3881451881451881,1151.9235999999999,39096.28698399999,0.06261740763932355,0,0,3844.0,0,0,16.9744,0,1,0.0,1,0,2658.4336000000003,-0.021074615530662588,1,0,8440.0969,-0.07973555043574065,1,0,92.92960000000001,0.007314524555903867,0,2813.2416,0.10270270270270254,0,483817.62490000005,0.05602198369441469,0,29.2681,0.18380743982494518,0,2104.2799999999997,139.8328,1749.9464,3196.7200000000003,212.42720000000003,2025-07-18 06:00:00+00:00,2025-07-18 06:00:00
226,32.94,75.0,994.0,5.14,130.0,157.23,0.0,3.17,58.11,1.53,19.42,67.54,8.66,3.0,66.0,57.0,66.0,-0.7071067811865471,-0.7071067811865479,0.9987165071710528,-0.05064916883871264,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,1,0,0,0,0,0,17.9,16.64,16.18,15.2,21.0,16.87,21.56,23.8,17.535,1.4518379156549588,16.18,19.42,16.672857142857143,1.5064385625896413,15.2,19.42,17.681538461538462,2.0143520304465414,15.2,21.0,18.468,1.8076527136962273,15.2,21.0,0.08491620111731862,0.2776315789473686,0.1511558980438649,60.2,54.08,51.28,48.05,104.11,58.75,76.79,68.54,58.275000000000006,7.212810363050824,51.28,67.54,54.181428571428576,7.248407706918419,48.04,67.54,65.29307692307692,18.70061780825052,48.04,104.11,76.05760000000001,21.016578432275793,48.04,106.26,0.12192691029900338,0.40561914672216465,0.14961702127659585,1085.0435999999997,35741.33618399999,0.0,0,0,5625.0,0,0,26.419599999999996,0,0,0.001007049345417954,1,0,377.1364000000001,0.08491620111731857,0,0,4561.651600000001,0.12192691029900327,1,0,10.0489,0.1828358208955223,0,3376.7721,-0.047533191280118015,0,24721.272899999996,0.05431502715751346,0,2.3409,0.0625,0,2470.5,169.31159999999997,639.6948,1456.5000000000002,99.8188,2025-07-08 15:00:00+00:00,2025-07-08 15:00:00
227,33.94,59.0,997.0,5.14,230.0,150.41,0.22,1.5,69.1,3.02,41.45,150.27,6.6,4.0,116.0,98.0,116.0,0.9659258262890683,0.25881904510252074,0.9680771188662043,-0.2506525322587204,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,0,37.81,34.33,31.3,25.47,22.03,19.52,47.89,30.6,36.2225,4.384042084652019,31.3,41.45,32.32857142857143,5.846284941657193,25.47,41.45,28.279230769230768,6.174735435005107,22.03,41.45,23.0816,7.156703547490749,15.2,41.45,0.09627082782332717,0.6274047899489598,1.1234631147540985,142.15,132.34,122.84,105.28,83.39,83.84,188.73,116.71,136.9,11.899532203690477,122.84,150.27,125.41,16.867570463268663,105.28,150.27,111.39692307692309,20.26732566826689,83.39,150.27,86.97040000000001,30.818264265421135,48.04,150.27,0.05712275765036936,0.4273366261398177,0.7923425572519085,1151.9235999999999,39096.28698399999,0.06261740763932355,0,0,3481.0,0,0,26.419599999999996,0,0,0.0,1,0,1718.1025000000002,0.09627082782332708,1,0,22581.072900000003,0.05712275765036945,1,0,2.25,-0.23076923076923073,0,4774.8099999999995,0.12467447916666652,0,22623.1681,0.03296476890323463,0,9.1204,0.06713780918727918,0,2002.4599999999998,174.45159999999998,1406.813,2445.55,213.053,2025-07-09 05:00:00+00:00,2025-07-09 05:00:00
228,29.94,70.0,999.0,3.09,50.0,596.93,0.0,5.77,114.81,4.62,71.01,85.01,17.41,4.0,159.0,66.0,159.0,-1.0,-1.8369701987210297e-16,0.29936312297335804,-0.9541392564000488,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,1,0,0,0,0,1,70.15,68.82,69.08,70.0,100.59,54.48,47.24,43.22,69.765,1.0100330027611362,68.82,71.01,69.52,0.8957864328808182,68.46,71.01,74.46615384615384,9.157051507318954,68.46,100.59,71.31159999999998,9.565569629318128,54.48,100.59,0.012259444048467561,0.014428571428571502,0.3034140969162997,82.8,80.02,79.4,80.56,133.99,99.12,113.91,109.2,81.8075,2.596938903144753,79.4,85.01,80.70285714285716,2.4026285209170006,78.14,85.01,90.57384615384616,16.69628578380111,78.14,133.99,100.0228,16.164259576815347,78.14,133.99,0.026690821256038746,0.05523833167825227,-0.14235270379338175,896.4036000000001,26838.323784000004,-0.03232062055591467,0,0,4900.0,0,0,9.5481,0,1,0.0,1,0,5042.4201,0.012259444048467572,1,0,7226.700100000001,0.026690821256038832,1,0,33.292899999999996,0.02852049910873422,0,13181.3361,-0.061703170970905497,1,356325.4248999999,0.0504152882381923,0,21.3444,0.008733624454148492,0,2095.8,92.5146,2126.0394,4970.700000000001,219.42090000000002,2025-07-14 18:00:00+00:00,2025-07-14 18:00:00
229,33.94,49.0,998.0,3.09,180.0,391.49,0.18,1.72,110.77,1.49,37.16,113.06,16.67,4.0,105.0,80.0,105.0,0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,0,45.23,43.77,42.75,40.67,46.37,82.8,58.39,,42.2275,3.528308140360383,37.16,45.23,41.884285714285724,2.5717559315433833,37.16,45.23,42.464615384615385,2.448345071623604,37.16,46.37,51.214000000000006,12.542772155043451,37.16,82.8,-0.17842140172451915,-0.08630440127858384,-0.5512077294685991,123.18,114.79,108.6,98.21,75.45,157.17,185.78,,114.9075,6.100433727749752,108.6,123.18,109.06142857142855,8.679250022460526,98.21,123.18,98.10307692307694,14.585600424514233,75.45,123.18,98.8268,23.132480001072082,71.92,157.17,-0.08215619418736811,0.15120659810609927,-0.2806515238277024,1151.9235999999999,39096.28698399999,0.06261740763932355,0,0,2401.0,0,0,9.5481,0,1,0.0,1,0,1380.8655999999999,-0.17842140172451915,1,0,12782.563600000001,-0.08215619418736808,1,0,2.9583999999999997,-0.776332899869961,0,12269.9929,1.3945092952875053,1,153264.42010000002,-0.29844273605361715,0,2.2201,0.6195652173913042,0,1663.06,104.87459999999999,1261.2103999999997,1820.84,114.82439999999998,2025-06-18 04:00:00+00:00,2025-06-18 04:00:00
230,36.94,49.0,998.0,4.12,50.0,631.1,0.04,5.02,100.53,2.82,20.4,30.8,11.33,3.0,68.0,29.0,68.0,1.2246467991473532e-16,-1.0,-0.4853019625310808,-0.8743466161445822,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0,0,20.16,20.53,22.88,51.56,55.81,53.73,40.26,40.63,20.9925,1.26763230736151,20.16,22.88,28.592857142857145,11.879696564988118,20.16,51.56,40.36538461538461,15.689143600690157,20.16,55.81,49.9652,15.30168076824678,20.16,65.93,0.011904761904761828,-0.604344453064391,-0.620323841429369,29.88,31.08,36.51,91.87,134.8,136.44,70.79,45.83,32.0675,3.005698754033743,29.88,36.51,47.021428571428565,23.198824272342936,29.88,91.87,79.54769230769232,40.87589492472839,29.88,134.8,112.1596,45.45294347637639,29.88,159.3,0.03078982597054892,-0.6647436595188855,-0.7742597478745236,1364.5635999999997,50406.97938399999,0.0,1,0,2401.0,0,0,16.9744,0,1,-0.0010010010010009784,1,0,416.15999999999997,0.011904761904761862,0,0,948.6400000000001,0.030789825970549023,0,0,25.200399999999995,0.1980906921241048,0,10106.2809,-0.021986574569510697,1,398287.21,0.008920578079038233,0,7.952399999999999,0.025454545454545396,0,1810.06,152.1928,753.5759999999999,999.5999999999999,84.048,2025-07-18 12:00:00+00:00,2025-07-18 12:00:00
231,33.94,52.0,992.0,2.06,180.0,386.47,0.0,1.91,113.24,2.36,63.17,143.61,27.76,4.0,155.0,95.0,155.0,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,0,60.96,59.23,58.48,58.29,52.02,40.67,70.07,,60.459999999999994,2.0838586004493385,58.48,63.17,59.777142857142856,1.7270564002150635,58.29,63.17,56.96769230769231,3.681689272254775,51.96,63.17,50.673199999999994,7.710365706847719,37.16,63.17,0.03625328083989503,0.08371933436266946,0.5532333415293829,129.11,117.3,108.8,93.22,85.53,98.21,118.12,,124.70500000000001,15.106357381358803,108.8,143.61,112.96142857142857,18.2895721004907,93.22,143.61,100.41076923076925,19.211459454163666,83.25,143.61,100.88200000000002,15.780035910394291,83.25,143.61,0.11230733483076445,0.5405492383608669,0.4622747174422159,1151.9235999999999,39096.28698399999,0.0,0,0,2704.0,0,0,4.2436,0,1,0.0,1,0,3990.4489000000003,0.036253280839894986,1,0,20623.832100000003,0.11230733483076438,1,0,3.6481,-0.18025751072961382,0,12823.297599999998,0.008909479686386224,1,149359.0609,-0.016240295278096006,0,5.569599999999999,0.03508771929824572,0,1764.8799999999999,69.9164,2143.9898,3284.84,130.1302,2025-06-18 22:00:00+00:00,2025-06-18 22:00:00
232,37.94,50.0,997.0,2.06,230.0,172.82,0.15,1.01,89.62,2.94,33.93,104.35,7.21,4.0,97.0,75.0,97.0,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1,0,0,1,0,0,32.99,35.0,37.28,32.55,32.24,34.02,35.88,24.25,34.800000000000004,1.8460227517557848,32.99,37.28,34.35285714285715,1.606774349286113,32.55,37.28,32.78923076923077,2.1482064671816405,30.32,37.28,30.409199999999995,3.7315344475608607,23.86,37.28,0.02849348287359799,0.04239631336405538,-0.0026455026455027455,109.7,122.88,126.24,108.2,103.85,123.99,135.64,86.69,115.79249999999999,10.447204969113349,104.35,126.24,114.32285714285716,8.086813781883267,104.35,126.24,111.15846153846152,6.874039140313656,103.85,126.24,104.7572,10.535501301156327,86.39,126.24,-0.048769371011850575,-0.03558225508317937,-0.1583998709573353,1439.4435999999998,54612.49018399999,0.027070925825663172,1,0,2500.0,0,0,4.2436,0,1,0.0,1,0,1151.2449,0.028493482873598097,0,0,10888.922499999999,-0.048769371011850526,1,0,1.0201,-0.2681159420289855,0,8031.7444000000005,0.08960486322188466,0,29866.752399999998,-0.007238051470588314,0,8.6436,-0.19891008174386926,0,1897.0,78.15639999999999,1287.3041999999998,1696.5,69.8958,2025-07-03 06:00:00+00:00,2025-07-03 06:00:00
233,37.94,50.0,997.0,5.14,230.0,189.54,0.09,0.97,95.73,4.17,50.93,143.88,6.76,4.0,139.0,95.0,139.0,0.9659258262890683,-0.25881904510252063,0.7247927872291199,0.6889669190756866,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,1,0,60.67,55.29,51.5,45.63,39.55,33.17,28.07,30.09,54.5975,4.487013669097374,50.93,60.67,51.58,5.041487875617673,45.63,60.67,46.100769230769224,7.23438947152011,38.06,60.67,42.449600000000004,7.1961798198766544,32.62,60.67,-0.16054062963573432,0.116151654613193,0.5354235755200482,187.53,181.45,175.57,156.73,99.31,97.53,97.06,108.11,172.1075,19.441506071632755,143.88,187.53,168.52428571428572,14.977220321923177,143.88,187.53,146.94692307692307,29.213597685728296,99.31,187.53,119.11400000000002,36.255644273225464,82.07,187.53,-0.23276275795872664,-0.08198813245709179,0.4752383881882497,1439.4435999999998,54612.49018399999,0.0858614768174013,1,0,2500.0,0,0,26.419599999999996,0,0,-0.0010020040080159776,1,0,2593.8649,-0.16054062963573434,1,0,20701.4544,-0.23276275795872658,1,0,0.9409,-0.3782051282051282,0,9164.2329,0.05615622241835827,0,35925.4116,-0.05230000000000001,0,17.3889,0.009685230024213176,0,1897.0,195.0116,1932.2841999999998,2546.5,261.7802,2025-07-04 07:00:00+00:00,2025-07-04 07:00:00
234,37.94,50.0,993.0,2.06,230.0,242.65,0.0,4.53,69.56,0.98,39.81,116.59,30.94,4.0,112.0,81.0,112.0,-0.8660254037844384,-0.5000000000000004,-0.9680771188662041,-0.2506525322587213,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,40.48,40.11,39.48,39.8,42.6,38.41,51.71,61.35,39.97,0.42638011210655646,39.48,40.48,39.75999999999999,0.44003787715756215,39.16,40.48,40.587692307692315,1.4179219174914286,39.16,43.27,37.1792,5.425615111057302,25.85,43.27,-0.016551383399209352,0.00025125628140716373,0.036448841447539855,117.98,118.32,119.03,122.19,177.78,113.46,135.47,125.61,117.97999999999999,1.0247276060820567,116.59,119.03,119.29714285714286,1.9093778592839619,116.59,122.19,134.02923076923076,23.61781335543804,116.59,177.78,131.1636,24.30869424026446,102.43,177.78,-0.011781657908120025,-0.0458302643424175,0.02758681473647109,1439.4435999999998,54612.49018399999,-0.0256805341551104,1,0,2500.0,0,0,4.2436,0,1,0.0010080645161290036,1,0,1584.8361000000002,-0.016551383399209363,1,0,13593.2281,-0.011781657908120025,1,0,20.5209,0.027210884353741527,0,4838.5936,-0.040154546708983,0,58879.0225,0.04513933755437827,0,0.9603999999999999,-0.06666666666666676,0,1897.0,78.15639999999999,1510.3914,1990.5,82.0086,2025-06-22 16:00:00+00:00,2025-06-22 16:00:00
235,33.94,66.0,998.0,3.09,180.0,258.54,0.0,4.71,48.35,0.65,28.63,94.59,13.81,3.0,86.0,71.0,86.0,-0.9659258262890684,0.2588190451025203,-0.8978045395707417,-0.44039415155763423,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,1,0,0,0,0,1,28.14,26.51,24.32,17.48,28.14,28.88,41.33,35.09,26.9,1.9441364835491013,24.32,28.63,23.854285714285716,4.257894069227404,17.48,28.63,21.193846153846152,5.406466095429217,14.54,28.63,29.0024,9.56242441364462,14.54,42.61,0.01741293532338303,0.6378718535469107,-0.00865650969529086,85.75,78.54,71.91,53.38,82.47,85.91,59.66,72.84,82.69749999999999,9.736602333463148,71.91,94.59,72.86857142857143,14.530739174329051,53.38,94.59,63.136923076923075,18.130941501852288,40.46,94.59,90.0868,34.099460127691174,40.46,148.06,0.1030903790087464,0.7720119895091795,0.10103596787335592,1151.9235999999999,39096.28698399999,0.0,0,0,4356.0,0,0,9.5481,0,1,0.0,1,0,819.6768999999999,0.01741293532338295,0,0,8947.268100000001,0.10309037900874629,1,0,22.1841,-0.3384831460674157,0,2337.7225000000003,0.17955598926567462,0,66842.93160000001,-0.20505488423577156,0,0.42250000000000004,-0.1095890410958904,0,2240.04,104.87459999999999,971.7022,1889.58,88.46669999999999,2025-07-21 19:00:00+00:00,2025-07-21 19:00:00
